balance,housing,duration,campaign,previous,response,job,contacted_cellphone,was_p_contacted,salary_bin,day_bin,age_bin,edu_num
276.0,0,120.0,5.0,0,0,technician,1,0,20k-60k,17 to 25,18 to 33 years,2
109.0,0,120.0,4.0,0,0,technician,1,0,20k-60k,17 to 25,48 to 63 years,2
657.0,0,360.0,3.0,0,0,management,1,0,80k-100k,17 to 25,48 to 63 years,3
2275.0,0,120.0,6.0,0,0,blue-collar,1,0,<=20k,17 to 25,48 to 63 years,1
244.0,0,120.0,4.0,0,0,technician,1,0,20k-60k,17 to 25,18 to 33 years,3
259.0,0,60.0,5.0,0,0,blue-collar,1,0,<=20k,17 to 25,33 to 48 years,1
95.0,0,0.0,5.0,0,0,entrepreneur,1,0,100k+,17 to 25,18 to 33 years,3
3444.5,1,0.0,5.0,0,0,management,1,0,80k-100k,17 to 25,48 to 63 years,3
34.0,0,60.0,4.0,0,0,housemaid,1,0,<=20k,17 to 25,33 to 48 years,1
981.0,0,0.0,4.0,0,0,technician,1,0,20k-60k,17 to 25,48 to 63 years,2
799.0,0,60.0,4.0,0,0,blue-collar,1,0,<=20k,17 to 25,33 to 48 years,1
162.0,0,360.0,3.0,0,1,blue-collar,1,0,<=20k,17 to 25,33 to 48 years,3
63.0,0,0.0,3.0,0,0,technician,1,0,20k-60k,17 to 25,33 to 48 years,3
222.0,0,60.0,6.0,0,0,services,1,0,60k-80k,17 to 25,33 to 48 years,2
1900.0,0,120.0,6.0,0,0,management,1,0,80k-100k,17 to 25,18 to 33 years,3
3367.0,0,120.0,4.0,0,0,management,1,0,80k-100k,17 to 25,18 to 33 years,3
0.0,0,420.0,5.0,0,0,technician,1,0,20k-60k,17 to 25,33 to 48 years,2
255.0,0,60.0,5.0,0,0,technician,1,0,20k-60k,17 to 25,18 to 33 years,2
420.0,0,600.0,3.0,0,0,management,1,0,80k-100k,17 to 25,18 to 33 years,3
285.0,0,180.0,6.0,0,0,technician,1,0,20k-60k,17 to 25,33 to 48 years,3
185.0,0,180.0,6.0,0,0,blue-collar,1,0,<=20k,17 to 25,33 to 48 years,1
166.0,0,360.0,6.0,0,0,management,1,0,80k-100k,17 to 25,18 to 33 years,3
0.0,0,120.0,6.0,0,0,management,1,0,80k-100k,17 to 25,18 to 33 years,3
3163.0,0,0.0,6.0,0,0,management,1,0,80k-100k,17 to 25,48 to 63 years,3
23.0,0,120.0,3.0,0,0,technician,1,0,20k-60k,17 to 25,18 to 33 years,3
31.0,0,360.0,6.0,0,0,technician,1,0,20k-60k,17 to 25,33 to 48 years,2
3444.5,0,60.0,4.0,0,0,technician,1,0,20k-60k,17 to 25,48 to 63 years,2
1242.0,0,60.0,6.0,0,0,self-employed,1,0,20k-60k,17 to 25,48 to 63 years,1
3444.5,1,60.0,6.0,0,0,services,1,0,60k-80k,17 to 25,33 to 48 years,2
224.0,0,60.0,5.0,0,0,management,1,0,80k-100k,17 to 25,33 to 48 years,3
272.0,0,120.0,6.0,0,0,admin.,0,0,20k-60k,17 to 25,48 to 63 years,2
354.0,0,300.0,3.0,0,0,technician,1,0,20k-60k,17 to 25,33 to 48 years,2
1451.0,0,300.0,6.0,0,0,management,1,0,80k-100k,17 to 25,48 to 63 years,3
1331.0,0,240.0,6.0,0,0,management,1,0,80k-100k,17 to 25,48 to 63 years,3
94.0,0,0.0,6.0,0,0,management,1,0,80k-100k,17 to 25,33 to 48 years,3
778.0,1,180.0,5.0,0,0,management,1,0,80k-100k,17 to 25,33 to 48 years,3
44.0,0,60.0,3.0,0,0,admin.,1,0,20k-60k,17 to 25,33 to 48 years,2
46.0,0,60.0,2.0,0,0,technician,1,0,20k-60k,17 to 25,33 to 48 years,2
1303.0,0,60.0,4.0,0,0,housemaid,1,0,<=20k,17 to 25,48 to 63 years,1
0.0,0,120.0,5.0,0,0,blue-collar,1,0,<=20k,17 to 25,48 to 63 years,1
0.0,0,180.0,6.0,0,0,technician,1,0,20k-60k,17 to 25,33 to 48 years,2
338.0,0,657.0,3.0,0,0,management,1,0,80k-100k,17 to 25,48 to 63 years,2
917.0,0,0.0,6.0,0,0,services,1,0,60k-80k,17 to 25,48 to 63 years,2
1035.0,0,657.0,6.0,0,1,technician,1,0,20k-60k,17 to 25,33 to 48 years,2
0.0,0,240.0,6.0,0,0,technician,1,0,20k-60k,17 to 25,18 to 33 years,2
746.0,0,360.0,5.0,0,1,retired,1,0,20k-60k,17 to 25,48 to 63 years,3
333.0,0,60.0,4.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,2
161.0,0,0.0,6.0,0,0,management,1,0,80k-100k,25 to 33,48 to 63 years,3
93.0,1,60.0,4.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
268.0,0,120.0,5.0,0,0,blue-collar,1,0,<=20k,25 to 33,33 to 48 years,2
50.0,0,60.0,6.0,0,0,entrepreneur,1,0,100k+,25 to 33,33 to 48 years,2
3444.5,0,120.0,3.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
0.0,0,120.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
1499.0,0,60.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,2
771.0,1,60.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
3444.5,0,60.0,4.0,0,0,management,1,0,80k-100k,25 to 33,48 to 63 years,3
295.0,1,60.0,3.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
437.0,0,420.0,5.0,0,0,technician,1,0,20k-60k,25 to 33,48 to 63 years,3
807.0,1,180.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
2536.0,1,657.0,6.0,0,1,management,1,0,80k-100k,25 to 33,18 to 33 years,3
1322.0,0,120.0,3.0,0,0,student,1,0,<=20k,25 to 33,33 to 48 years,3
392.0,0,60.0,6.0,0,0,blue-collar,1,0,<=20k,25 to 33,48 to 63 years,2
3444.5,0,420.0,6.0,0,0,blue-collar,1,0,<=20k,25 to 33,48 to 63 years,1
3444.5,0,420.0,6.0,0,0,management,1,0,80k-100k,25 to 33,48 to 63 years,3
1401.0,0,60.0,6.0,0,0,blue-collar,1,0,<=20k,25 to 33,48 to 63 years,1
526.0,0,60.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,48 to 63 years,2
675.0,0,0.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
175.0,1,60.0,6.0,0,0,admin.,1,0,20k-60k,25 to 33,33 to 48 years,2
0.0,0,60.0,4.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,2
973.0,0,60.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,3
111.0,0,120.0,6.0,0,0,self-employed,1,0,20k-60k,25 to 33,33 to 48 years,2
39.0,0,120.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,2
3444.5,0,0.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
22.0,0,360.0,6.0,0,1,admin.,1,0,20k-60k,25 to 33,33 to 48 years,2
2251.0,0,300.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
1578.0,0,60.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
87.0,0,0.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,48 to 63 years,3
292.0,0,120.0,6.0,0,0,management,1,0,80k-100k,25 to 33,48 to 63 years,2
2.0,0,60.0,6.0,0,0,blue-collar,1,0,<=20k,25 to 33,33 to 48 years,2
1285.0,0,60.0,4.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
1.0,0,60.0,4.0,0,0,retired,1,0,20k-60k,25 to 33,48 to 63 years,1
18.0,0,0.0,4.0,0,0,blue-collar,1,0,<=20k,25 to 33,48 to 63 years,1
2625.0,1,60.0,3.0,0,0,management,1,0,80k-100k,25 to 33,48 to 63 years,3
309.0,0,60.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
409.0,0,60.0,4.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,2
714.0,1,120.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
0.0,0,60.0,5.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
10.0,0,240.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,3
0.0,0,120.0,4.0,0,0,admin.,1,0,20k-60k,25 to 33,48 to 63 years,2
3444.5,0,120.0,4.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,3
19.0,0,0.0,6.0,0,0,blue-collar,1,0,<=20k,25 to 33,48 to 63 years,1
1326.0,0,60.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
32.0,0,120.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
250.0,0,60.0,2.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
0.0,0,60.0,2.0,0,0,housemaid,1,0,<=20k,25 to 33,48 to 63 years,1
206.0,0,60.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,48 to 63 years,2
1596.0,1,60.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
-370.0,1,60.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,3
0.0,0,60.0,2.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,3
436.0,0,300.0,2.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
0.0,0,60.0,2.0,0,0,housemaid,1,0,<=20k,25 to 33,33 to 48 years,3
659.0,0,240.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,2
50.0,0,120.0,2.0,0,0,admin.,1,0,20k-60k,25 to 33,48 to 63 years,2
176.0,0,60.0,2.0,0,0,blue-collar,1,0,<=20k,25 to 33,48 to 63 years,1
50.0,0,120.0,2.0,0,0,unemployed,1,0,<=20k,25 to 33,48 to 63 years,1
1413.0,0,60.0,5.0,0,0,technician,0,0,20k-60k,25 to 33,33 to 48 years,3
31.0,0,360.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,48 to 63 years,3
-11.0,0,300.0,5.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
276.0,0,180.0,2.0,0,0,services,1,0,60k-80k,25 to 33,48 to 63 years,2
60.0,0,180.0,2.0,0,0,blue-collar,1,0,<=20k,25 to 33,48 to 63 years,2
-231.0,1,180.0,2.0,0,0,entrepreneur,1,0,100k+,25 to 33,18 to 33 years,3
21.0,0,600.0,2.0,0,0,housemaid,1,0,<=20k,25 to 33,33 to 48 years,1
-6.0,0,657.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
446.0,0,60.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,48 to 63 years,3
0.0,0,180.0,4.0,0,0,blue-collar,1,0,<=20k,25 to 33,33 to 48 years,1
3444.5,0,0.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,3
3444.5,0,120.0,4.0,0,0,blue-collar,1,0,<=20k,25 to 33,48 to 63 years,1
121.0,0,180.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,2
0.0,0,60.0,2.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,3
0.0,0,60.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
-612.0,0,120.0,2.0,0,0,management,1,0,80k-100k,25 to 33,48 to 63 years,3
15.0,0,240.0,2.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,3
3444.5,0,0.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,2
-190.0,0,60.0,4.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
0.0,0,657.0,3.0,0,0,management,1,0,80k-100k,25 to 33,48 to 63 years,3
218.0,0,240.0,4.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,2
0.0,0,120.0,6.0,0,0,technician,0,0,20k-60k,25 to 33,33 to 48 years,3
1396.0,0,60.0,2.0,0,0,retired,1,0,20k-60k,25 to 33,48 to 63 years,2
0.0,0,60.0,4.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
0.0,0,180.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,2
3444.5,0,0.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,3
-166.0,1,120.0,2.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
3444.5,1,0.0,6.0,0,0,blue-collar,1,0,<=20k,25 to 33,48 to 63 years,1
2688.0,0,600.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
965.0,0,300.0,4.0,0,0,technician,1,0,20k-60k,25 to 33,48 to 63 years,2
19.0,0,180.0,2.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,2
3096.0,0,0.0,6.0,0,0,management,1,0,80k-100k,25 to 33,48 to 63 years,3
94.0,1,540.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
0.0,0,60.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
316.0,0,120.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,2
0.0,0,60.0,2.0,0,0,retired,1,0,20k-60k,25 to 33,48 to 63 years,3
0.0,0,240.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
630.0,0,120.0,2.0,0,0,blue-collar,1,0,<=20k,25 to 33,48 to 63 years,2
0.0,0,240.0,2.0,0,0,blue-collar,1,0,<=20k,25 to 33,33 to 48 years,1
3.0,0,120.0,6.0,0,0,blue-collar,1,0,<=20k,25 to 33,33 to 48 years,2
272.0,0,60.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,48 to 63 years,3
414.0,0,120.0,2.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,2
0.0,0,360.0,2.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
29.0,0,120.0,2.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,3
512.0,0,120.0,2.0,0,0,blue-collar,1,0,<=20k,25 to 33,33 to 48 years,1
17.0,0,180.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,3
188.0,0,240.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,3
813.0,0,300.0,2.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,2
1752.0,0,300.0,2.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
0.0,0,120.0,2.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,3
273.0,0,360.0,2.0,0,0,retired,1,0,20k-60k,25 to 33,48 to 63 years,2
19.0,0,120.0,2.0,0,0,admin.,1,0,20k-60k,25 to 33,48 to 63 years,3
0.0,0,360.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,48 to 63 years,2
827.0,1,60.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
0.0,1,0.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
1313.0,0,60.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
1764.0,0,60.0,6.0,0,0,services,1,0,60k-80k,25 to 33,33 to 48 years,2
1219.0,1,120.0,5.0,0,0,blue-collar,1,0,<=20k,25 to 33,48 to 63 years,2
798.0,0,60.0,6.0,0,0,technician,0,0,20k-60k,25 to 33,18 to 33 years,2
725.0,0,420.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
154.0,0,180.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
0.0,0,180.0,4.0,0,0,services,1,0,60k-80k,25 to 33,48 to 63 years,2
431.0,0,60.0,6.0,0,0,services,1,0,60k-80k,25 to 33,48 to 63 years,2
3444.5,0,120.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,2
3444.5,0,0.0,6.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,3
612.0,0,120.0,4.0,0,0,services,1,0,60k-80k,25 to 33,33 to 48 years,2
0.0,0,120.0,4.0,0,0,blue-collar,1,0,<=20k,25 to 33,48 to 63 years,1
0.0,0,60.0,2.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,2
0.0,0,60.0,3.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
73.0,0,0.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,2
11.0,0,0.0,6.0,0,0,blue-collar,0,0,<=20k,25 to 33,48 to 63 years,1
0.0,1,180.0,2.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
-51.0,0,120.0,2.0,0,0,admin.,1,0,20k-60k,25 to 33,18 to 33 years,2
588.0,1,240.0,4.0,0,0,blue-collar,1,0,<=20k,25 to 33,33 to 48 years,1
-471.0,0,120.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,48 to 63 years,2
579.0,0,60.0,4.0,0,0,blue-collar,1,0,<=20k,25 to 33,48 to 63 years,2
231.0,0,420.0,2.0,0,1,technician,1,0,20k-60k,25 to 33,33 to 48 years,3
2.0,0,120.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,48 to 63 years,2
3444.5,0,120.0,4.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,3
-55.0,1,60.0,4.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,3
6.0,0,120.0,2.0,0,0,admin.,1,0,20k-60k,25 to 33,33 to 48 years,3
608.0,0,120.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
9.0,0,480.0,2.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
5.0,0,60.0,2.0,0,0,retired,1,0,20k-60k,25 to 33,48 to 63 years,1
145.0,0,120.0,2.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
0.0,0,240.0,2.0,0,0,management,1,0,80k-100k,25 to 33,48 to 63 years,3
0.0,0,60.0,4.0,0,0,blue-collar,1,0,<=20k,25 to 33,33 to 48 years,1
108.0,0,180.0,6.0,0,0,management,1,0,80k-100k,25 to 33,48 to 63 years,3
544.0,0,60.0,4.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,3
0.0,0,420.0,2.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
581.0,1,60.0,6.0,0,0,blue-collar,1,0,<=20k,25 to 33,33 to 48 years,2
0.0,1,0.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
0.0,0,60.0,4.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
38.0,0,180.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
3444.5,0,0.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
275.0,0,0.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
1245.0,0,0.0,6.0,0,0,self-employed,1,0,20k-60k,25 to 33,33 to 48 years,3
841.0,0,300.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
83.0,0,657.0,6.0,0,1,management,1,0,80k-100k,25 to 33,48 to 63 years,3
471.0,1,60.0,4.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,2
79.0,1,0.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
1243.0,0,657.0,4.0,0,1,management,1,0,80k-100k,25 to 33,33 to 48 years,3
34.0,0,300.0,4.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
2537.0,0,180.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,1
284.0,0,240.0,5.0,0,0,services,1,0,60k-80k,25 to 33,33 to 48 years,2
0.0,0,360.0,6.0,0,0,management,1,0,80k-100k,25 to 33,48 to 63 years,3
254.0,0,180.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
301.0,0,240.0,6.0,0,0,services,1,0,60k-80k,25 to 33,33 to 48 years,2
0.0,0,420.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,48 to 63 years,2
1617.0,0,0.0,4.0,0,0,blue-collar,1,0,<=20k,25 to 33,48 to 63 years,1
3220.0,0,60.0,4.0,0,0,self-employed,1,0,20k-60k,25 to 33,18 to 33 years,3
-5.0,0,300.0,4.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,2
231.0,0,120.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
5.0,1,480.0,4.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,3
236.0,0,60.0,4.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
385.0,0,60.0,4.0,0,0,self-employed,1,0,20k-60k,25 to 33,48 to 63 years,2
505.0,0,300.0,5.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
10.0,0,300.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
-533.0,0,180.0,4.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
7.0,0,60.0,4.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,2
71.0,0,60.0,4.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
725.0,0,120.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
2362.0,1,240.0,4.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,2
434.0,0,60.0,4.0,0,0,admin.,1,0,20k-60k,25 to 33,33 to 48 years,2
3444.5,0,0.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
370.0,1,0.0,6.0,0,0,blue-collar,0,0,<=20k,25 to 33,48 to 63 years,1
0.0,0,0.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
3444.5,0,240.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
362.0,0,120.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,2
41.0,0,120.0,6.0,0,0,admin.,1,0,20k-60k,25 to 33,48 to 63 years,1
297.0,1,60.0,4.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
219.0,0,300.0,4.0,0,0,entrepreneur,1,0,100k+,25 to 33,33 to 48 years,3
0.0,0,120.0,6.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,3
487.0,1,480.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,2
0.0,0,120.0,6.0,0,0,self-employed,1,0,20k-60k,25 to 33,48 to 63 years,2
0.0,0,60.0,6.0,0,0,housemaid,1,0,<=20k,25 to 33,33 to 48 years,3
3444.5,1,120.0,5.0,0,0,services,1,0,60k-80k,25 to 33,48 to 63 years,1
1113.0,0,240.0,6.0,0,0,services,1,0,60k-80k,25 to 33,48 to 63 years,2
392.0,0,60.0,3.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,3
0.0,0,120.0,5.0,0,0,self-employed,1,0,20k-60k,25 to 33,48 to 63 years,2
469.0,0,120.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,3
3444.5,0,600.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
1092.0,0,180.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
23.0,0,120.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
0.0,0,240.0,3.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,2
1974.0,0,600.0,3.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
1271.0,1,300.0,5.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,3
25.0,0,240.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,3
734.0,0,180.0,6.0,0,0,admin.,1,0,20k-60k,25 to 33,18 to 33 years,2
517.0,0,60.0,4.0,0,0,self-employed,1,0,20k-60k,25 to 33,48 to 63 years,2
0.0,0,120.0,4.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
3444.5,0,360.0,6.0,0,0,unemployed,1,0,<=20k,25 to 33,18 to 33 years,3
0.0,0,420.0,2.0,0,0,blue-collar,1,0,<=20k,25 to 33,33 to 48 years,1
21.0,0,60.0,6.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,3
69.0,0,180.0,3.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
-274.0,1,180.0,5.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
326.0,0,180.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
382.0,0,360.0,4.0,0,0,services,1,0,60k-80k,25 to 33,48 to 63 years,2
1.0,0,60.0,5.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,3
257.0,0,0.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
631.0,0,120.0,5.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,3
893.0,0,0.0,3.0,0,0,technician,1,0,20k-60k,25 to 33,18 to 33 years,2
1005.0,0,180.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
915.0,0,60.0,3.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
12.0,0,180.0,3.0,0,0,services,1,0,60k-80k,25 to 33,33 to 48 years,2
370.0,0,120.0,6.0,0,0,admin.,1,0,20k-60k,25 to 33,48 to 63 years,2
745.0,0,120.0,6.0,0,0,self-employed,1,0,20k-60k,25 to 33,48 to 63 years,1
382.0,0,60.0,6.0,0,0,blue-collar,1,0,<=20k,25 to 33,48 to 63 years,1
479.0,0,60.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
0.0,0,120.0,4.0,0,0,admin.,1,0,20k-60k,25 to 33,48 to 63 years,1
1111.0,0,360.0,6.0,0,0,blue-collar,0,0,<=20k,25 to 33,48 to 63 years,1
796.0,0,360.0,6.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,3
957.0,0,180.0,5.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
3444.5,0,60.0,3.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,3
0.0,0,60.0,6.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,3
608.0,0,120.0,2.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
0.0,0,60.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
0.0,0,0.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
154.0,0,540.0,6.0,0,1,unemployed,1,0,<=20k,25 to 33,33 to 48 years,3
3160.0,0,60.0,4.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
699.0,0,0.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,2
10.0,0,120.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
-363.0,0,60.0,2.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,3
0.0,1,240.0,5.0,0,0,blue-collar,1,0,<=20k,25 to 33,48 to 63 years,2
387.0,0,60.0,4.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,3
3444.5,0,0.0,6.0,0,0,technician,1,0,20k-60k,25 to 33,33 to 48 years,2
1757.0,0,480.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
359.0,0,360.0,6.0,0,0,blue-collar,0,0,<=20k,25 to 33,48 to 63 years,1
0.0,0,60.0,6.0,0,0,management,1,0,80k-100k,25 to 33,33 to 48 years,3
20.0,0,240.0,6.0,0,0,management,1,0,80k-100k,25 to 33,18 to 33 years,3
